Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual**2,OverallQual**3,OverallQualsqrt,GrLivArea**2,GrLivArea**3,GrLivAreasqrt,GarageCars**2,GarageCars**3,GarageCarssqrt,GarageArea**2,GarageArea**3,GarageAreasqrt,TotalBsmtSF**2,TotalBsmtSF**3,TotalBsmtSFsqrt,1stFlrSF**2,1stFlrSF**3,1stFlrSFsqrt,FullBath**2,FullBath**3,FullBathsqrt,YearBuilt**2,YearBuilt**3,YearBuiltsqrt,TotRmsAbvGrd**2,TotRmsAbvGrd**3,TotRmsAbvGrdsqrt,YearRemodAdd**2,YearRemodAdd**3,YearRemodAddsqrt
76,180,RM,21.0,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,No,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,No,GdWo,No,0,11,2009,WD,Normal,91000,16,64,2.0,976144,964430272,31.432467291003423,1,1,1.0,88209,26198073,17.233687939614086,213444,98611128,21.494185260204677,276676,145531576,22.93468988235943,1,1,1.0,3892729,7680354317,44.41846462902562,25,125,2.23606797749979,3892729,7680354317,44.41846462902562
77,20,RL,0.0,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,4,2008,WD,Normal,135750,16,64,2.0,906304,862801408,30.854497241083024,1,1,1.0,80089,22665187,16.822603841260722,906304,862801408,30.854497241083024,906304,862801408,30.854497241083024,1,1,1.0,3825936,7483530816,44.22668877499196,16,64,2.0,3825936,7483530816,44.22668877499196
78,50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,No,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2008,WD,Normal,127000,25,125,2.23606797749979,1651225,2121824125,35.84689665786984,1,1,1.0,57600,13824000,15.491933384829668,451584,303464448,25.92296279363144,1149184,1231925248,32.7414110874898,1,1,1.0,3794704,7392083392,44.13615298142782,36,216,2.449489742783178,4004001,8012006001,44.73253849269008
79,90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,No,No,0.0,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,4,2010,WD,Normal,136500,16,64,2.0,3125824,5526456832,42.04759208325728,0,0,0.0,0,0,0.0,3125824,5526456832,42.04759208325728,3125824,5526456832,42.04759208325728,4,8,1.4142135623730951,3873024,7622111232,44.36214602563767,64,512,2.8284271247461903,3873024,7622111232,44.36214602563767
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,No,MnPrv,No,0,5,2009,WD,Normal,110000,25,125,2.23606797749979,1512900,1860867000,35.07135583350036,4,8,1.4142135623730951,193600,85184000,20.97617696340303,193600,85184000,20.97617696340303,465124,317214568,26.115129714401192,1,1,1.0,3648100,6967871000,43.70354676682432,25,125,2.23606797749979,3924361,7774159141,44.50842616853577
81,60,RL,100.0,13000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,No,No,No,0,6,2009,WD,Normal,193500,36,216,2.449489742783178,4588164,9827847288,46.281745861624536,1,1,1.0,259081,131872229,22.561028345356956,802816,719323136,29.93325909419153,1397124,1651400568,34.38022687534217,4,8,1.4142135623730951,3873024,7622111232,44.36214602563767,64,512,2.8284271247461903,3873024,7622111232,44.36214602563767
82,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,No,No,No,0,3,2006,WD,Normal,153500,36,216,2.449489742783178,1787569,2389979753,36.565010597564445,4,8,1.4142135623730951,164025,66430125,20.12461179749811,1530169,1892819053,35.17101079013795,1787569,2389979753,36.565010597564445,4,8,1.4142135623730951,3992004,7976023992,44.69899327725402,25,125,2.23606797749979,3992004,7976023992,44.69899327725402
83,20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,No,No,No,0,10,2008,WD,Normal,245000,64,512,2.8284271247461903,2442969,3818360547,39.534794801541594,9,27,1.7320508075688772,574564,435519512,27.53179979587241,2442969,3818360547,39.534794801541594,2442969,3818360547,39.534794801541594,4,8,1.4142135623730951,4028049,8084294343,44.799553569204235,36,216,2.449489742783178,4028049,8084294343,44.799553569204235
84,20,RL,80.0,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,No,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,No,No,No,0,7,2007,COD,Normal,126500,25,125,2.23606797749979,1134225,1207949625,32.63433774416144,4,8,1.4142135623730951,212521,97972181,21.470910553583888,1134225,1207949625,32.63433774416144,1134225,1207949625,32.63433774416144,1,1,1.0,3841600,7529536000,44.27188724235731,36,216,2.449489742783178,3841600,7529536000,44.27188724235731
85,80,RL,0.0,8530,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,No,No,Shed,700,5,2009,WD,Normal,168500,49,343,2.6457513110645907,2172676,3202524424,38.39270764090493,4,8,1.4142135623730951,160000,64000000,20.0,147456,56623104,19.595917942265423,646416,519718464,28.35489375751565,4,8,1.4142135623730951,3980025,7940149875,44.66542286825459,49,343,2.6457513110645907,3984016,7952095936,44.67661580737735
86,60,RL,121.0,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,No,No,No,0,4,2006,WD,Normal,260000,64,512,2.8284271247461903,5841889,14119845713,49.16299421312742,4,8,1.4142135623730951,213444,98611128,21.494185260204677,1658944,2136719872,35.888716889852724,1692601,2202073901,36.069377593742864,4,8,1.4142135623730951,3964081,7892485271,44.62062303464621,81,729,3.0,3968064,7904383488,44.63182720884279
87,60,RL,122.0,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,No,No,No,0,3,2009,WD,Normal,174000,36,216,2.449489742783178,2433600,3796416000,39.496835316262995,4,8,1.4142135623730951,160000,64000000,20.0,467856,320013504,26.153393661244042,467856,320013504,26.153393661244042,4,8,1.4142135623730951,4020025,8060150125,44.77722635447622,36,216,2.449489742783178,4020025,8060150125,44.77722635447622
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,No,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,No,No,No,0,6,2009,New,Partial,164500,36,216,2.449489742783178,1498176,1833767424,34.9857113690718,4,8,1.4142135623730951,278784,147197952,22.978250586152114,374544,229220928,24.73863375370596,374544,229220928,24.73863375370596,4,8,1.4142135623730951,4036081,8108486729,44.82186966202994,16,64,2.0,4036081,8108486729,44.82186966202994
89,50,C (all),105.0,8470,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,No,No,0.0,No,0,0,No,No,N,0,0,156,0,0,0,No,MnPrv,No,0,10,2009,ConLD,Abnorml,85000,9,27,1.7320508075688772,2328676,3553559576,39.06404996924922,0,0,0.0,0,0,0.0,1026169,1039509197,31.827660925679098,1026169,1039509197,31.827660925679098,1,1,1.0,3667225,7022735875,43.76071297408213,36,216,2.449489742783178,3928324,7785938168,44.51965857910413
90,20,RL,60.0,8070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,No,No,0.0,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,8,2007,WD,Normal,123600,16,64,2.0,980100,970299000,31.464265445104548,0,0,0.0,0,0,0.0,980100,970299000,31.464265445104548,980100,970299000,31.464265445104548,1,1,1.0,3976036,7928215784,44.654227123532216,25,125,2.23606797749979,3980025,7940149875,44.66542286825459
91,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,No,No,No,0,7,2006,WD,Normal,109900,16,64,2.0,1081600,1124864000,32.2490309931942,4,8,1.4142135623730951,176400,74088000,20.493901531919196,0,0,0.0,1081600,1124864000,32.2490309931942,1,1,1.0,3802500,7414875000,44.15880433163923,16,64,2.0,3802500,7414875000,44.15880433163923
92,20,RL,85.0,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,No,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,No,GdWo,No,0,12,2006,WD,Abnorml,98600,25,125,2.23606797749979,1525225,1883652875,35.14256678161116,4,8,1.4142135623730951,230400,110592000,21.908902300206645,1525225,1883652875,35.14256678161116,1525225,1883652875,35.14256678161116,1,1,1.0,3845521,7541066681,44.28317965096906,36,216,2.449489742783178,3845521,7541066681,44.28317965096906
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,No,No,No,0,8,2009,WD,Normal,163500,25,125,2.23606797749979,929296,895841344,31.04834939252005,4,8,1.4142135623730951,186624,80621568,20.784609690826528,767376,672221376,29.597297173897484,929296,895841344,31.04834939252005,1,1,1.0,3690241,7088952961,43.829214001622255,25,125,2.23606797749979,4024036,8072216216,44.78839135311738
94,190,C (all),60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,No,No,No,0,11,2007,WD,Normal,133900,36,216,2.449489742783178,5248681,12024728171,47.86439177509728,4,8,1.4142135623730951,256036,129554216,22.494443758403985,1473796,1789188344,34.84250278036869,1587600,2000376000,35.4964786985977,4,8,1.4142135623730951,3648100,6967871000,43.70354676682432,81,729,3.0,3992004,7976023992,44.69899327725402
95,60,RL,69.0,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,No,No,No,0,5,2007,WD,Normal,204750,36,216,2.449489742783178,3189796,5696975656,42.261093218230876,4,8,1.4142135623730951,467856,320013504,26.153393661244042,678976,559476224,28.705400188814647,819025,741217625,30.083217912982647,4,8,1.4142135623730951,3988009,7964053973,44.68780594300866,49,343,2.6457513110645907,3988009,7964053973,44.68780594300866
96,60,RL,0.0,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,No,No,Shed,480,4,2009,WD,Normal,185000,36,216,2.449489742783178,2160900,3176523000,38.34057902536163,4,8,1.4142135623730951,176400,74088000,20.493901531919196,462400,314432000,26.076809620810597,462400,314432000,26.076809620810597,4,8,1.4142135623730951,3972049,7916293657,44.64302857109943,36,216,2.449489742783178,3972049,7916293657,44.64302857109943
97,20,RL,78.0,10264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,No,No,No,0,8,2006,WD,Normal,214000,49,343,2.6457513110645907,2521744,4004529472,39.84971769034255,4,8,1.4142135623730951,222784,105154048,21.72556098240043,2521744,4004529472,39.84971769034255,2521744,4004529472,39.84971769034255,4,8,1.4142135623730951,3996001,7988005999,44.710177812216315,36,216,2.449489742783178,3996001,7988005999,44.710177812216315
98,20,RL,73.0,10921,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,0,No,No,No,0,5,2007,WD,Normal,94750,16,64,2.0,921600,884736000,30.983866769659336,1,1,1.0,186624,80621568,20.784609690826528,921600,884736000,30.983866769659336,921600,884736000,30.983866769659336,1,1,1.0,3861225,7587307125,44.328320518603,36,216,2.449489742783178,3861225,7587307125,44.328320518603
99,30,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,No,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,No,No,Shed,400,5,2010,COD,Abnorml,83000,25,125,2.23606797749979,697225,582182875,28.89636655359978,1,1,1.0,133956,49027896,19.131126469708992,209764,96071912,21.400934559032695,697225,582182875,28.89636655359978,1,1,1.0,3686400,7077888000,43.81780460041329,25,125,2.23606797749979,3802500,7414875000,44.15880433163923
100,20,RL,77.0,9320,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,No,No,0.0,No,0,0,No,No,Y,352,0,0,0,0,0,No,No,Shed,400,1,2010,WD,Normal,128950,16,64,2.0,1500625,1838265625,35.0,0,0,0.0,0,0,0.0,902500,857375000,30.822070014844883,1500625,1838265625,35.0,1,1,1.0,3837681,7518017079,44.26059195266146,36,216,2.449489742783178,3837681,7518017079,44.26059195266146
101,20,RL,0.0,10603,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,No,No,No,0,2,2010,WD,Normal,205000,36,216,2.449489742783178,2592100,4173281000,40.124805295477756,4,8,1.4142135623730951,230400,110592000,21.908902300206645,2592100,4173281000,40.124805295477756,2592100,4173281000,40.124805295477756,4,8,1.4142135623730951,3908529,7727161833,44.46346815083142,36,216,2.449489742783178,4004001,8012006001,44.73253849269008
102,60,RL,77.0,9206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,No,No,No,0,6,2010,WD,Normal,178000,36,216,2.449489742783178,2999824,5195695168,41.617304093369626,4,8,1.4142135623730951,226576,107850176,21.817424229271428,549081,406869021,27.2213151776324,954529,932574833,31.25699921617557,4,8,1.4142135623730951,3940225,7821346625,44.553338819890925,49,343,2.6457513110645907,3940225,7821346625,44.553338819890925
103,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,No,No,No,No,0,No,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,No,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,6,2009,WD,Alloca,118964,25,125,2.23606797749979,2356225,3616805375,39.179076048319466,4,8,1.4142135623730951,168100,68921000,20.248456731316587,0,0,0.0,2356225,3616805375,39.179076048319466,4,8,1.4142135623730951,3916441,7750636739,44.48595283907045,64,512,2.8284271247461903,3916441,7750636739,44.48595283907045
104,20,RL,94.0,10402,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,5,2010,WD,Normal,198900,49,343,2.6457513110645907,1503076,1842771176,35.014282800023196,9,27,1.7320508075688772,547600,405224000,27.202941017470888,1503076,1842771176,35.014282800023196,1503076,1842771176,35.014282800023196,4,8,1.4142135623730951,4036081,8108486729,44.82186966202994,36,216,2.449489742783178,4036081,8108486729,44.82186966202994
105,50,RM,0.0,7758,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,No,No,No,0,6,2007,WD,Normal,169500,49,343,2.6457513110645907,3305124,6008715432,42.638011210655684,1,1,1.0,57600,13824000,15.491933384829668,1081600,1124864000,32.2490309931942,1503076,1842771176,35.014282800023196,1,1,1.0,3728761,7200237491,43.94314508543966,49,343,2.6457513110645907,3802500,7414875000,44.15880433163923
106,60,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,No,No,No,0,8,2008,WD,Normal,250000,64,512,2.8284271247461903,3968064,7904383488,44.63182720884279,4,8,1.4142135623730951,419904,272097792,25.45584412271571,1108809,1167575877,32.449961479175904,1108809,1167575877,32.449961479175904,4,8,1.4142135623730951,4012009,8036054027,44.75488800120049,81,729,3.0,4016016,8048096064,44.76605857119878
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0,0,0,0,0,No,No,Shed,450,8,2007,WD,Normal,100000,16,64,2.0,1096209,1147730823,32.357379374726875,1,1,1.0,74529,20346417,16.522711641858304,410881,263374721,25.317977802344327,1096209,1147730823,32.357379374726875,1,1,1.0,3553225,6697829125,43.41658669218482,36,216,2.449489742783178,3980025,7940149875,44.66542286825459
108,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,4,2008,WD,Partial,115000,25,125,2.23606797749979,622521,491169069,28.089143810376278,1,1,1.0,62500,15625000,15.811388300841896,622521,491169069,28.089143810376278,622521,491169069,28.089143810376278,1,1,1.0,3794704,7392083392,44.13615298142782,25,125,2.23606797749979,3802500,7414875000,44.15880433163923
